StudentID,Name,Class,Term,Subject,Marks
S052,Thineth de Silva,10E,1,Sinhala,100
S052,Thineth de Silva,10E,2,Mathematics,77
S052,Thineth de Silva,10E,2,Science,81
S052,Thineth de Silva,10E,2,English,77
S052,Thineth de Silva,10E,2,ICT,89
S052,Thineth de Silva,10E,2,History,84
S052,Thineth de Silva,10E,2,Sinhala,88
S053,Binura Abrew,10E,1,Mathematics,61
S053,Binura Abrew,10E,1,Science,60
S053,Binura Abrew,10E,1,English,66
S053,Binura Abrew,10E,1,ICT,71
S053,Binura Abrew,10E,1,History,69
S053,Binura Abrew,10E,1,Sinhala,69
S053,Binura Abrew,10E,2,Mathematics,76
S053,Binura Abrew,10E,2,Science,75
S053,Binura Abrew,10E,2,English,76
S053,Binura Abrew,10E,2,ICT,84
S053,Binura Abrew,10E,2,History,83
S053,Binura Abrew,10E,2,Sinhala,72
S054,Radith Peiris,10B,1,Mathematics,74
S054,Radith Peiris,10B,1,Science,63
S054,Radith Peiris,10B,1,English,69
S054,Radith Peiris,10B,1,ICT,62
S054,Radith Peiris,10B,1,History,67
S054,Radith Peiris,10B,1,Sinhala,65
S054,Radith Peiris,10B,2,Mathematics,84
S054,Radith Peiris,10B,2,Science,80
S054,Radith Peiris,10B,2,English,80
S054,Radith Peiris,10B,2,ICT,90
S054,Radith Peiris,10B,2,History,84
S054,Radith Peiris,10B,2,Sinhala,78
S055,Ishan Peiris,10A,1,Mathematics,79
S055,Ishan Peiris,10A,1,Science,66
S055,Ishan Peiris,10A,1,English,65
S055,Ishan Peiris,10A,1,ICT,77
S055,Ishan Peiris,10A,1,History,77
S055,Ishan Peiris,10A,1,Sinhala,76
S055,Ishan Peiris,10A,2,Mathematics,82
S055,Ishan Peiris,10A,2,Science,78
S055,Ishan Peiris,10A,2,English,74
S055,Ishan Peiris,10A,2,ICT,86
S055,Ishan Peiris,10A,2,History,94
S055,Ishan Peiris,10A,2,Sinhala,96
S056,Kasun Alles,10D,1,Mathematics,60
S056,Kasun Alles,10D,1,Science,67
S056,Kasun Alles,10D,1,English,67
S056,Kasun Alles,10D,1,ICT,72
S056,Kasun Alles,10D,1,History,71
S056,Kasun Alles,10D,1,Sinhala,77
S056,Kasun Alles,10D,2,Mathematics,61
S056,Kasun Alles,10D,2,Science,70
S056,Kasun Alles,10D,2,English,72
S056,Kasun Alles,10D,2,ICT,66
S056,Kasun Alles,10D,2,History,69
S056,Kasun Alles,10D,2,Sinhala,75
S057,Lasith Rodrigo,10F,1,Mathematics,61
S057,Lasith Rodrigo,10F,1,Science,67
S057,Lasith Rodrigo,10F,1,English,60
S057,Lasith Rodrigo,10F,1,ICT,65
S057,Lasith Rodrigo,10F,1,History,69
S057,Lasith Rodrigo,10F,1,Sinhala,72
S057,Lasith Rodrigo,10F,2,Mathematics,71
S057,Lasith Rodrigo,10F,2,Science,76
S057,Lasith Rodrigo,10F,2,English,79
S057,Lasith Rodrigo,10F,2,ICT,78
S057,Lasith Rodrigo,10F,2,History,85
S057,Lasith Rodrigo,10F,2,Sinhala,76
S058,Ishan Perera,10F,1,Mathematics,44
S058,Ishan Perera,10F,1,Science,60
S058,Ishan Perera,10F,1,English,66
S058,Ishan Perera,10F,1,ICT,50
S058,Ishan Perera,10F,1,History,50
S058,Ishan Perera,10F,1,Sinhala,59
S058,Ishan Perera,10F,2,Mathematics,61
S058,Ishan Perera,10F,2,Science,68
S058,Ishan Perera,10F,2,English,72
S058,Ishan Perera,10F,2,ICT,63
S058,Ishan Perera,10F,2,History,60
S058,Ishan Perera,10F,2,Sinhala,63
S059,Uvindu de Silva,10F,1,Mathematics,35
S059,Uvindu de Silva,10F,1,Science,36
S059,Uvindu de Silva,10F,1,English,26
S059,Uvindu de Silva,10F,1,ICT,38
S059,Uvindu de Silva,10F,1,History,40
S059,Uvindu de Silva,10F,1,Sinhala,30
S059,Uvindu de Silva,10F,2,Mathematics,31
S059,Uvindu de Silva,10F,2,Science,31
S059,Uvindu de Silva,10F,2,English,30
S059,Uvindu de Silva,10F,2,ICT,33
S059,Uvindu de Silva,10F,2,History,38
S059,Uvindu de Silva,10F,2,Sinhala,26
S060,Nadun Gomes,10B,1,Mathematics,63
S060,Nadun Gomes,10B,1,Science,62
S060,Nadun Gomes,10B,1,English,63
S060,Nadun Gomes,10B,1,ICT,59
S060,Nadun Gomes,10B,1,History,63
S060,Nadun Gomes,10B,1,Sinhala,71
S060,Nadun Gomes,10B,2,Mathematics,70
S060,Nadun Gomes,10B,2,Science,69
S060,Nadun Gomes,10B,2,English,67
S060,Nadun Gomes,10B,2,ICT,73
S060,Nadun Gomes,10B,2,History,67
S060,Nadun Gomes,10B,2,Sinhala,69
S061,Radith Costa,10B,1,Mathematics,70
S061,Radith Costa,10B,1,Science,70
S061,Radith Costa,10B,1,English,70
S061,Radith Costa,10B,1,ICT,68
S061,Radith Costa,10B,1,History,70
S061,Radith Costa,10B,1,Sinhala,69
S061,Radith Costa,10B,2,Mathematics,60
S061,Radith Costa,10B,2,Science,53
S061,Radith Costa,10B,2,English,61
S061,Radith Costa,10B,2,ICT,59
S061,Radith Costa,10B,2,History,54
S061,Radith Costa,10B,2,Sinhala,62
S062,Sashen Rodrigo,10B,1,Mathematics,73
S062,Sashen Rodrigo,10B,1,Science,74
S062,Sashen Rodrigo,10B,1,English,68
S062,Sashen Rodrigo,10B,1,ICT,75
S062,Sashen Rodrigo,10B,1,History,74
S062,Sashen Rodrigo,10B,1,Sinhala,65
S062,Sashen Rodrigo,10B,2,Mathematics,76
S062,Sashen Rodrigo,10B,2,Science,79
S062,Sashen Rodrigo,10B,2,English,71
S062,Sashen Rodrigo,10B,2,ICT,82
S062,Sashen Rodrigo,10B,2,History,87
S062,Sashen Rodrigo,10B,2,Sinhala,85
S063,Dasun Silva,10F,1,Mathematics,86
S063,Dasun Silva,10F,1,Science,86
S063,Dasun Silva,10F,1,English,85
S063,Dasun Silva,10F,1,ICT,77
S063,Dasun Silva,10F,1,History,72
S063,Dasun Silva,10F,1,Sinhala,86
S063,Dasun Silva,10F,2,Mathematics,64
S063,Dasun Silva,10F,2,Science,66
S063,Dasun Silva,10F,2,English,61
S063,Dasun Silva,10F,2,ICT,61
S063,Dasun Silva,10F,2,History,69
S063,Dasun Silva,10F,2,Sinhala,71
S064,Thineth Silva,10C,1,Mathematics,41
S064,Thineth Silva,10C,1,Science,45
S064,Thineth Silva,10C,1,English,49
S064,Thineth Silva,10C,1,ICT,42
S064,Thineth Silva,10C,1,History,48
S064,Thineth Silva,10C,1,Sinhala,47
S064,Thineth Silva,10C,2,Mathematics,37
S064,Thineth Silva,10C,2,Science,53
S064,Thineth Silva,10C,2,English,45
S064,Thineth Silva,10C,2,ICT,41
S064,Thineth Silva,10C,2,History,57
S064,Thineth Silva,10C,2,Sinhala,50
S065,Radith Rodrigo,10C,1,Mathematics,67
S065,Radith Rodrigo,10C,1,Science,64
S065,Radith Rodrigo,10C,1,English,68
S065,Radith Rodrigo,10C,1,ICT,63
S065,Radith Rodrigo,10C,1,History,62
S065,Radith Rodrigo,10C,1,Sinhala,68
S065,Radith Rodrigo,10C,2,Mathematics,56
S065,Radith Rodrigo,10C,2,Science,44
S065,Radith Rodrigo,10C,2,English,50
S065,Radith Rodrigo,10C,2,ICT,53
S065,Radith Rodrigo,10C,2,History,41
S065,Radith Rodrigo,10C,2,Sinhala,52
S066,Pasan Costa,10D,1,Mathematics,82
S066,Pasan Costa,10D,1,Science,83
S066,Pasan Costa,10D,1,English,96
S066,Pasan Costa,10D,1,ICT,98
S066,Pasan Costa,10D,1,History,94
S066,Pasan Costa,10D,1,Sinhala,100
S066,Pasan Costa,10D,2,Mathematics,93
S066,Pasan Costa,10D,2,Science,100
S066,Pasan Costa,10D,2,English,100
S066,Pasan Costa,10D,2,ICT,100
S066,Pasan Costa,10D,2,History,100
S066,Pasan Costa,10D,2,Sinhala,100
S067,Radith Abrew,10A,1,Mathematics,54
S067,Radith Abrew,10A,1,Science,50
S067,Radith Abrew,10A,1,English,52
S067,Radith Abrew,10A,1,ICT,56
S067,Radith Abrew,10A,1,History,51
S067,Radith Abrew,10A,1,Sinhala,61
S067,Radith Abrew,10A,2,Mathematics,52
S067,Radith Abrew,10A,2,Science,50
S067,Radith Abrew,10A,2,English,48
S067,Radith Abrew,10A,2,ICT,57
S067,Radith Abrew,10A,2,History,48
S067,Radith Abrew,10A,2,Sinhala,64
S068,Janith Thabrew,10A,1,Mathematics,57
S068,Janith Thabrew,10A,1,Science,61
S068,Janith Thabrew,10A,1,English,51
S068,Janith Thabrew,10A,1,ICT,69
S068,Janith Thabrew,10A,1,History,55
S068,Janith Thabrew,10A,1,Sinhala,47
S068,Janith Thabrew,10A,2,Mathematics,60
S068,Janith Thabrew,10A,2,Science,57
S068,Janith Thabrew,10A,2,English,56
S068,Janith Thabrew,10A,2,ICT,63
S068,Janith Thabrew,10A,2,History,54
S068,Janith Thabrew,10A,2,Sinhala,51
S069,Eshan Alwis,10C,1,Mathematics,57
S069,Eshan Alwis,10C,1,Science,61
S069,Eshan Alwis,10C,1,English,63
S069,Eshan Alwis,10C,1,ICT,75
S069,Eshan Alwis,10C,1,History,66
S069,Eshan Alwis,10C,1,Sinhala,63
S069,Eshan Alwis,10C,2,Mathematics,41
S069,Eshan Alwis,10C,2,Science,46
S069,Eshan Alwis,10C,2,English,55
S069,Eshan Alwis,10C,2,ICT,58
S069,Eshan Alwis,10C,2,History,60
S069,Eshan Alwis,10C,2,Sinhala,47
S070,Ometh Thabrew,10A,1,Mathematics,73
S070,Ometh Thabrew,10A,1,Science,68
S070,Ometh Thabrew,10A,1,English,68
S070,Ometh Thabrew,10A,1,ICT,69
S070,Ometh Thabrew,10A,1,History,76
S070,Ometh Thabrew,10A,1,Sinhala,69
S070,Ometh Thabrew,10A,2,Mathematics,75
S070,Ometh Thabrew,10A,2,Science,63
S070,Ometh Thabrew,10A,2,English,62
S070,Ometh Thabrew,10A,2,ICT,69
S070,Ometh Thabrew,10A,2,History,76
S070,Ometh Thabrew,10A,2,Sinhala,70
S071,Charith Thabrew,10D,1,Mathematics,61
S071,Charith Thabrew,10D,1,Science,56
S071,Charith Thabrew,10D,1,English,56
S071,Charith Thabrew,10D,1,ICT,61
S071,Charith Thabrew,10D,1,History,60
S071,Charith Thabrew,10D,1,Sinhala,56
S071,Charith Thabrew,10D,2,Mathematics,50
S071,Charith Thabrew,10D,2,Science,46
S071,Charith Thabrew,10D,2,English,54
S071,Charith Thabrew,10D,2,ICT,54
S071,Charith Thabrew,10D,2,History,59
S071,Charith Thabrew,10D,2,Sinhala,56
S072,Janith Abrew,10C,1,Mathematics,76
S072,Janith Abrew,10C,1,Science,78
S072,Janith Abrew,10C,1,English,70
S072,Janith Abrew,10C,1,ICT,73
S072,Janith Abrew,10C,1,History,81
S072,Janith Abrew,10C,1,Sinhala,88
S072,Janith Abrew,10C,2,Mathematics,77
S072,Janith Abrew,10C,2,Science,75
S072,Janith Abrew,10C,2,English,69
S072,Janith Abrew,10C,2,ICT,83
S072,Janith Abrew,10C,2,History,74
S072,Janith Abrew,10C,2,Sinhala,79
S073,Uvindu Perera,10B,1,Mathematics,62
S073,Uvindu Perera,10B,1,Science,52
S073,Uvindu Perera,10B,1,English,54
S073,Uvindu Perera,10B,1,ICT,52
S073,Uvindu Perera,10B,1,History,43
S073,Uvindu Perera,10B,1,Sinhala,60
S073,Uvindu Perera,10B,2,Mathematics,60
S073,Uvindu Perera,10B,2,Science,53
S073,Uvindu Perera,10B,2,English,55
S073,Uvindu Perera,10B,2,ICT,58
S073,Uvindu Perera,10B,2,History,47
S073,Uvindu Perera,10B,2,Sinhala,55
S074,Uvindu Silva,10F,1,Mathematics,59
S074,Uvindu Silva,10F,1,Science,67
S074,Uvindu Silva,10F,1,English,66
S074,Uvindu Silva,10F,1,ICT,79
S074,Uvindu Silva,10F,1,History,67
S074,Uvindu Silva,10F,1,Sinhala,66
S074,Uvindu Silva,10F,2,Mathematics,66
S074,Uvindu Silva,10F,2,Science,75
S074,Uvindu Silva,10F,2,English,68
S074,Uvindu Silva,10F,2,ICT,75
S074,Uvindu Silva,10F,2,History,70
S074,Uvindu Silva,10F,2,Sinhala,69
S075,Radith Fernando,10B,1,Mathematics,64
S075,Radith Fernando,10B,1,Science,84
S075,Radith Fernando,10B,1,English,78
S075,Radith Fernando,10B,1,ICT,69
S075,Radith Fernando,10B,1,History,73
S075,Radith Fernando,10B,1,Sinhala,78
S075,Radith Fernando,10B,2,Mathematics,69
S075,Radith Fernando,10B,2,Science,89
S075,Radith Fernando,10B,2,English,86
S075,Radith Fernando,10B,2,ICT,75
S075,Radith Fernando,10B,2,History,78
S075,Radith Fernando,10B,2,Sinhala,80
S076,Ashan Gomes,10F,1,Mathematics,53
S076,Ashan Gomes,10F,1,Science,48
S076,Ashan Gomes,10F,1,English,70
S076,Ashan Gomes,10F,1,ICT,57
S076,Ashan Gomes,10F,1,History,61
S076,Ashan Gomes,10F,1,Sinhala,60
S076,Ashan Gomes,10F,2,Mathematics,53
S076,Ashan Gomes,10F,2,Science,61
S076,Ashan Gomes,10F,2,English,69
S076,Ashan Gomes,10F,2,ICT,65
S076,Ashan Gomes,10F,2,History,58
S076,Ashan Gomes,10F,2,Sinhala,50
S077,Janith de Silva,10B,1,Mathematics,50
S077,Janith de Silva,10B,1,Science,51
S077,Janith de Silva,10B,1,English,46
S077,Janith de Silva,10B,1,ICT,49
S077,Janith de Silva,10B,1,History,46
S077,Janith de Silva,10B,1,Sinhala,59
S077,Janith de Silva,10B,2,Mathematics,46
S077,Janith de Silva,10B,2,Science,47
S077,Janith de Silva,10B,2,English,49
S077,Janith de Silva,10B,2,ICT,56
S077,Janith de Silva,10B,2,History,50
S077,Janith de Silva,10B,2,Sinhala,56
S078,Hasith Gomes,10C,1,Mathematics,53
S078,Hasith Gomes,10C,1,Science,64
S078,Hasith Gomes,10C,1,English,70
S078,Hasith Gomes,10C,1,ICT,70
S078,Hasith Gomes,10C,1,History,68
S078,Hasith Gomes,10C,1,Sinhala,63
S078,Hasith Gomes,10C,2,Mathematics,52
S078,Hasith Gomes,10C,2,Science,55
S078,Hasith Gomes,10C,2,English,51
S078,Hasith Gomes,10C,2,ICT,55
S078,Hasith Gomes,10C,2,History,57
S078,Hasith Gomes,10C,2,Sinhala,47
S079,Uvindu Alwis,10C,1,Mathematics,50
S079,Uvindu Alwis,10C,1,Science,67
S079,Uvindu Alwis,10C,1,English,63
S079,Uvindu Alwis,10C,1,ICT,66
S079,Uvindu Alwis,10C,1,History,60
S079,Uvindu Alwis,10C,1,Sinhala,61
S079,Uvindu Alwis,10C,2,Mathematics,57
S079,Uvindu Alwis,10C,2,Science,60
S079,Uvindu Alwis,10C,2,English,68
S079,Uvindu Alwis,10C,2,ICT,60
S079,Uvindu Alwis,10C,2,History,59
S079,Uvindu Alwis,10C,2,Sinhala,70
S080,Lasith Mendis,10A,1,Mathematics,43
S080,Lasith Mendis,10A,1,Science,54
S080,Lasith Mendis,10A,1,English,46
S080,Lasith Mendis,10A,1,ICT,50
S080,Lasith Mendis,10A,1,History,53
S080,Lasith Mendis,10A,1,Sinhala,50
S080,Lasith Mendis,10A,2,Mathematics,34
S080,Lasith Mendis,10A,2,Science,52
S080,Lasith Mendis,10A,2,English,47
S080,Lasith Mendis,10A,2,ICT,52
S080,Lasith Mendis,10A,2,History,52
S080,Lasith Mendis,10A,2,Sinhala,53
S081,Thineth Abrew,10F,1,Mathematics,51
S081,Thineth Abrew,10F,1,Science,63
S081,Thineth Abrew,10F,1,English,53
S081,Thineth Abrew,10F,1,ICT,59
S081,Thineth Abrew,10F,1,History,58
S081,Thineth Abrew,10F,1,Sinhala,52
S081,Thineth Abrew,10F,2,Mathematics,55
S081,Thineth Abrew,10F,2,Science,50
S081,Thineth Abrew,10F,2,English,52
S081,Thineth Abrew,10F,2,ICT,58
S081,Thineth Abrew,10F,2,History,64
S081,Thineth Abrew,10F,2,Sinhala,62
S082,Lasith Silva,10F,1,Mathematics,36
S082,Lasith Silva,10F,1,Science,50
S082,Lasith Silva,10F,1,English,52
S082,Lasith Silva,10F,1,ICT,43
S082,Lasith Silva,10F,1,History,54
S082,Lasith Silva,10F,1,Sinhala,61
S082,Lasith Silva,10F,2,Mathematics,47
S082,Lasith Silva,10F,2,Science,55
S082,Lasith Silva,10F,2,English,62
S082,Lasith Silva,10F,2,ICT,56
S082,Lasith Silva,10F,2,History,60
S082,Lasith Silva,10F,2,Sinhala,60
S083,Lasith Costa,10D,1,Mathematics,54
S083,Lasith Costa,10D,1,Science,64
S083,Lasith Costa,10D,1,English,60
S083,Lasith Costa,10D,1,ICT,71
S083,Lasith Costa,10D,1,History,63
S083,Lasith Costa,10D,1,Sinhala,68
S083,Lasith Costa,10D,2,Mathematics,56
S083,Lasith Costa,10D,2,Science,62
S083,Lasith Costa,10D,2,English,58
S083,Lasith Costa,10D,2,ICT,77
S083,Lasith Costa,10D,2,History,61
S083,Lasith Costa,10D,2,Sinhala,72
S084,Pasan Thabrew,10D,1,Mathematics,76
S084,Pasan Thabrew,10D,1,Science,78
S084,Pasan Thabrew,10D,1,English,80
S084,Pasan Thabrew,10D,1,ICT,84
S084,Pasan Thabrew,10D,1,History,93
S084,Pasan Thabrew,10D,1,Sinhala,79
S084,Pasan Thabrew,10D,2,Mathematics,83
S084,Pasan Thabrew,10D,2,Science,81
S084,Pasan Thabrew,10D,2,English,78
S084,Pasan Thabrew,10D,2,ICT,82
S084,Pasan Thabrew,10D,2,History,82
S084,Pasan Thabrew,10D,2,Sinhala,73
S085,Kasun Nonis,10F,1,Mathematics,57
S085,Kasun Nonis,10F,1,Science,57
S085,Kasun Nonis,10F,1,English,69
S085,Kasun Nonis,10F,1,ICT,64
S085,Kasun Nonis,10F,1,History,68
S085,Kasun Nonis,10F,1,Sinhala,75
S085,Kasun Nonis,10F,2,Mathematics,66
S085,Kasun Nonis,10F,2,Science,59
S085,Kasun Nonis,10F,2,English,72
S085,Kasun Nonis,10F,2,ICT,71
S085,Kasun Nonis,10F,2,History,66
S085,Kasun Nonis,10F,2,Sinhala,82
S086,Pasan Perera,10C,1,Mathematics,43
S086,Pasan Perera,10C,1,Science,52
S086,Pasan Perera,10C,1,English,51
S086,Pasan Perera,10C,1,ICT,56
S086,Pasan Perera,10C,1,History,52
S086,Pasan Perera,10C,1,Sinhala,43
S086,Pasan Perera,10C,2,Mathematics,38
S086,Pasan Perera,10C,2,Science,50
S086,Pasan Perera,10C,2,English,44
S086,Pasan Perera,10C,2,ICT,45
S086,Pasan Perera,10C,2,History,50
S086,Pasan Perera,10C,2,Sinhala,39
S087,Charith Silva,10B,1,Mathematics,39
S087,Charith Silva,10B,1,Science,38
S087,Charith Silva,10B,1,English,45
S087,Charith Silva,10B,1,ICT,42
S087,Charith Silva,10B,1,History,47
S087,Charith Silva,10B,1,Sinhala,38
S087,Charith Silva,10B,2,Mathematics,42
S087,Charith Silva,10B,2,Science,29
S087,Charith Silva,10B,2,English,50
S087,Charith Silva,10B,2,ICT,42
S087,Charith Silva,10B,2,History,38
S087,Charith Silva,10B,2,Sinhala,42
S088,Vimath Rodrigo,10A,1,Mathematics,78
S088,Vimath Rodrigo,10A,1,Science,82
S088,Vimath Rodrigo,10A,1,English,75
S088,Vimath Rodrigo,10A,1,ICT,83
S088,Vimath Rodrigo,10A,1,History,83
S088,Vimath Rodrigo,10A,1,Sinhala,79
S088,Vimath Rodrigo,10A,2,Mathematics,81
S088,Vimath Rodrigo,10A,2,Science,87
S088,Vimath Rodrigo,10A,2,English,89
S088,Vimath Rodrigo,10A,2,ICT,95
S088,Vimath Rodrigo,10A,2,History,96
S088,Vimath Rodrigo,10A,2,Sinhala,88
S089,Vimath de Silva,10A,1,Mathematics,62
S089,Vimath de Silva,10A,1,Science,60
S089,Vimath de Silva,10A,1,English,66
S089,Vimath de Silva,10A,1,ICT,66
S089,Vimath de Silva,10A,1,History,69
S089,Vimath de Silva,10A,1,Sinhala,68
S089,Vimath de Silva,10A,2,Mathematics,52
S089,Vimath de Silva,10A,2,Science,56
S089,Vimath de Silva,10A,2,English,50
S089,Vimath de Silva,10A,2,ICT,64
S089,Vimath de Silva,10A,2,History,75
S089,Vimath de Silva,10A,2,Sinhala,75
S090,Eshan Mendis,10F,1,Mathematics,77
S090,Eshan Mendis,10F,1,Science,82
S090,Eshan Mendis,10F,1,English,80
S090,Eshan Mendis,10F,1,ICT,87
S090,Eshan Mendis,10F,1,History,93
S090,Eshan Mendis,10F,1,Sinhala,84
S090,Eshan Mendis,10F,2,Mathematics,84
S090,Eshan Mendis,10F,2,Science,87
S090,Eshan Mendis,10F,2,English,98
S090,Eshan Mendis,10F,2,ICT,100
S090,Eshan Mendis,10F,2,History,89
S090,Eshan Mendis,10F,2,Sinhala,99
S091,Maneth Thabrew,10D,1,Mathematics,60
S091,Maneth Thabrew,10D,1,Science,69
S091,Maneth Thabrew,10D,1,English,59
S091,Maneth Thabrew,10D,1,ICT,65
S091,Maneth Thabrew,10D,1,History,66
S091,Maneth Thabrew,10D,1,Sinhala,68
S091,Maneth Thabrew,10D,2,Mathematics,50
S091,Maneth Thabrew,10D,2,Science,57
S091,Maneth Thabrew,10D,2,English,37
S091,Maneth Thabrew,10D,2,ICT,58
S091,Maneth Thabrew,10D,2,History,48
S091,Maneth Thabrew,10D,2,Sinhala,52
S092,Thineth Thabrew,10A,1,Mathematics,84
S092,Thineth Thabrew,10A,1,Science,72
S092,Thineth Thabrew,10A,1,English,90
S092,Thineth Thabrew,10A,1,ICT,86
S092,Thineth Thabrew,10A,1,History,81
S092,Thineth Thabrew,10A,1,Sinhala,86
S092,Thineth Thabrew,10A,2,Mathematics,85
S092,Thineth Thabrew,10A,2,Science,60
S092,Thineth Thabrew,10A,2,English,94
S092,Thineth Thabrew,10A,2,ICT,88
S092,Thineth Thabrew,10A,2,History,82
S092,Thineth Thabrew,10A,2,Sinhala,81
S093,Ometh de Silva,10C,1,Mathematics,45
S093,Ometh de Silva,10C,1,Science,39
S093,Ometh de Silva,10C,1,English,45
S093,Ometh de Silva,10C,1,ICT,42
S093,Ometh de Silva,10C,1,History,34
S093,Ometh de Silva,10C,1,Sinhala,42
S093,Ometh de Silva,10C,2,Mathematics,46
S093,Ometh de Silva,10C,2,Science,42
S093,Ometh de Silva,10C,2,English,49
S093,Ometh de Silva,10C,2,ICT,45
S093,Ometh de Silva,10C,2,History,40
S093,Ometh de Silva,10C,2,Sinhala,47
S094,Gihan Almeida,10D,1,Mathematics,37
S094,Gihan Almeida,10D,1,Science,50
S094,Gihan Almeida,10D,1,English,48
S094,Gihan Almeida,10D,1,ICT,48
S094,Gihan Almeida,10D,1,History,54
S094,Gihan Almeida,10D,1,Sinhala,54
S094,Gihan Almeida,10D,2,Mathematics,38
S094,Gihan Almeida,10D,2,Science,46
S094,Gihan Almeida,10D,2,English,45
S094,Gihan Almeida,10D,2,ICT,47
S094,Gihan Almeida,10D,2,History,54
S094,Gihan Almeida,10D,2,Sinhala,49
S095,Dasun Mendis,10C,1,Mathematics,10
S095,Dasun Mendis,10C,1,Science,34
S095,Dasun Mendis,10C,1,English,35
S095,Dasun Mendis,10C,1,ICT,41
S095,Dasun Mendis,10C,1,History,35
S095,Dasun Mendis,10C,1,Sinhala,37
S095,Dasun Mendis,10C,2,Mathematics,23
S095,Dasun Mendis,10C,2,Science,27
S095,Dasun Mendis,10C,2,English,27
S095,Dasun Mendis,10C,2,ICT,35
S095,Dasun Mendis,10C,2,History,36
S095,Dasun Mendis,10C,2,Sinhala,48
S096,Kasun Rodrigo,10A,1,Mathematics,63
S096,Kasun Rodrigo,10A,1,Science,66
S096,Kasun Rodrigo,10A,1,English,60
S096,Kasun Rodrigo,10A,1,ICT,69
S096,Kasun Rodrigo,10A,1,History,70
S096,Kasun Rodrigo,10A,1,Sinhala,64
S096,Kasun Rodrigo,10A,2,Mathematics,60
S096,Kasun Rodrigo,10A,2,Science,65
S096,Kasun Rodrigo,10A,2,English,56
S096,Kasun Rodrigo,10A,2,ICT,65
S096,Kasun Rodrigo,10A,2,History,65
S096,Kasun Rodrigo,10A,2,Sinhala,71
S097,Hasith Silva,10A,1,Mathematics,70
S097,Hasith Silva,10A,1,Science,72
S097,Hasith Silva,10A,1,English,70
S097,Hasith Silva,10A,1,ICT,76
S097,Hasith Silva,10A,1,History,68
S097,Hasith Silva,10A,1,Sinhala,70
S097,Hasith Silva,10A,2,Mathematics,61
S097,Hasith Silva,10A,2,Science,66
S097,Hasith Silva,10A,2,English,67
S097,Hasith Silva,10A,2,ICT,75
S097,Hasith Silva,10A,2,History,65
S097,Hasith Silva,10A,2,Sinhala,67
S098,Sashen Silva,10B,1,Mathematics,51
S098,Sashen Silva,10B,1,Science,46
S098,Sashen Silva,10B,1,English,45
S098,Sashen Silva,10B,1,ICT,48
S098,Sashen Silva,10B,1,History,52
S098,Sashen Silva,10B,1,Sinhala,51
S098,Sashen Silva,10B,2,Mathematics,42
S098,Sashen Silva,10B,2,Science,30
S098,Sashen Silva,10B,2,English,26
S098,Sashen Silva,10B,2,ICT,45
S098,Sashen Silva,10B,2,History,39
S098,Sashen Silva,10B,2,Sinhala,37
S099,Gihan Nonis,10E,1,Mathematics,61
S099,Gihan Nonis,10E,1,Science,50
S099,Gihan Nonis,10E,1,English,68
S099,Gihan Nonis,10E,1,ICT,58
S099,Gihan Nonis,10E,1,History,62
S099,Gihan Nonis,10E,1,Sinhala,57
S099,Gihan Nonis,10E,2,Mathematics,43
S099,Gihan Nonis,10E,2,Science,46
S099,Gihan Nonis,10E,2,English,68
S099,Gihan Nonis,10E,2,ICT,55
S099,Gihan Nonis,10E,2,History,55
S099,Gihan Nonis,10E,2,Sinhala,52
S100,Lasith Abrew,10B,1,Mathematics,67
S100,Lasith Abrew,10B,1,Science,62
S100,Lasith Abrew,10B,1,English,68
S100,Lasith Abrew,10B,1,ICT,68
S100,Lasith Abrew,10B,1,History,69
S100,Lasith Abrew,10B,1,Sinhala,75
S100,Lasith Abrew,10B,2,Mathematics,67
S100,Lasith Abrew,10B,2,Science,62
S100,Lasith Abrew,10B,2,English,78
S100,Lasith Abrew,10B,2,ICT,79
S100,Lasith Abrew,10B,2,History,77
S100,Lasith Abrew,10B,2,Sinhala,78
S101,Hasith Mendis,10C,1,Mathematics,52
S101,Hasith Mendis,10C,1,Science,44
S101,Hasith Mendis,10C,1,English,42
S101,Hasith Mendis,10C,1,ICT,50
S101,Hasith Mendis,10C,1,History,44
S101,Hasith Mendis,10C,1,Sinhala,50
S101,Hasith Mendis,10C,2,Mathematics,65
S101,Hasith Mendis,10C,2,Science,53
S101,Hasith Mendis,10C,2,English,50
S101,Hasith Mendis,10C,2,ICT,61
S101,Hasith Mendis,10C,2,History,55
S101,Hasith Mendis,10C,2,Sinhala,63
S102,Pasan Alwis,10D,1,Mathematics,34
S102,Pasan Alwis,10D,1,Science,48
S102,Pasan Alwis,10D,1,English,33
S102,Pasan Alwis,10D,1,ICT,46
S102,Pasan Alwis,10D,1,History,54
S102,Pasan Alwis,10D,1,Sinhala,49
S102,Pasan Alwis,10D,2,Mathematics,50
S102,Pasan Alwis,10D,2,Science,51
S102,Pasan Alwis,10D,2,English,50
S102,Pasan Alwis,10D,2,ICT,64
S102,Pasan Alwis,10D,2,History,50
S102,Pasan Alwis,10D,2,Sinhala,68
S103,Pasan Fernando,10C,1,Mathematics,54
S103,Pasan Fernando,10C,1,Science,54
S103,Pasan Fernando,10C,1,English,56
S103,Pasan Fernando,10C,1,ICT,56
S103,Pasan Fernando,10C,1,History,66
S103,Pasan Fernando,10C,1,Sinhala,65
S103,Pasan Fernando,10C,2,Mathematics,43
